Reports,TTP,Actor
" FireEye iSIGHT Intelligence has identified an earlier campaign that appears to be associated with the FIN7-attributed spear-phishing campaign targeting personnel involved with United States Securities and Exchange Commission (SEC) filings at various organizations. This earlier campaign deployed similar tools and targeting patterns to the ones seen in the February 2017 campaign. From mid-2015 through mid-2016, attackers targeted a Canadian news organization and a U.S.-based financial institution with documents containing malicious macros that deliver a PowerShell backdoor. The PowerShell backdoor can leverage DNS queries for command and control (C C) or connecting to a C C server via HTTP. The threat actor made several modifications to the publicly available PowerShell code. ",['No ttp provided'],FIN7
" Threat actors have long relied on social engineering to bypass robust security controls and exploit user behavior to compromise accounts, launch malware, steal proprietary information, or collect data for future criminal/espionage activity. Actors use false personas, third-party relationships, and malware with social engineering components to carry out malicious activity. Education, training, testing, and constant vigilance are the primary risk mitigations to protect users from nefarious operations using social engineering. Actors will likely develop more sophisticated and effective methods to bypass multifactor authentication and artificial intelligence (AI)-based social engineering tools in future campaigns. ","['Social Engineering', 'Malware Propagation and Deployment', 'Fraud']",FIN7
" The retail sector is targeted by both financially motivated and state-sponsored actors, as sensitive information regarding both retail organizations and the customers they serve, such as intellectual property and personally identifiable information (PII), can be useful for a variety of operations. We assess with high confidence financially motivated cyber crime represents a high-frequency and intensity threat to retail organizations worldwide and will continue to do so for the foreseeable future. We assess with high confidence that cyber espionage presents a low-intensity and frequency threat to the retail sector and will continue to do so for at least the near to midterm, as we have observed limited indications that North Korea and Vietnam may be expanding operations to target the sector. We surmise that information operations and hacktivism currently pose low-frequency and very limited impact threats to organizations in the retail industry. ","['Social Engineering', 'Malware Propagation and Deployment', 'POS_ATM Malware_ATM Skimming', 'Network Reconnaissance', 'Malware Research and Development', 'Ransomware', 'Fraud', 'Insider Threat', 'Pen Testing']",FIN7
" Mandiant Threat Intelligence assesses with moderate confidence that cyber espionage poses a regular-frequency, moderate-intensity threat to the UK, whose geopolitical and economic importance make it an attractive target to nation-state actors seeking intelligence to support military, political, and economic objectives. We surmise that information operations pose a regular-frequency, moderate-intensity threat to the UK. We observed numerous disinformation campaigns in the past two years promoting narratives consistent with Russian and Iranian priorities. We judge that financially motivated activity poses a high-frequency, serious-intensity threat to the UK, a highly developed and technologically advanced nation. We assess with high confidence that hacktivism poses a low-frequency, low-severity threat to well-protected UK entities, though significant events could trigger hacktivist targeting of government and private entities for perceived involvement in a controversial issue. ",['No ttp provided'],FIN7
" France has been repeatedly targeted by nation-state espionage groups, especially groups from China and Russia. Mandiant Threat Intelligence assesses with high confidence that intellectual property theft is a significant driver of espionage activity and is likely to continue based on past targeting and the value of French intellectual property, especially in the transportation, aerospace, and defense sectors. Based on France's influential role in major global institutions such as the North Atlantic Treaty Organization (NATO), the European Union (EU), and the United Nations (UN), we assess with high confidence that information operations constitute a moderate threat to France and will continue. We assess with high confidence that France will likely remain a target of financially motivated cyber threat activity for the foreseeable future given the country's relatively high level of wealth and widespread use of technology. Targeted intrusions generally deliver the most damage per incident, but French institutions and individuals are most frequently threatened by common widely distributed malware for account takeover operations. While hacktivism in France generally takes the form of low-sophistication distributed denial-of-service (DDoS) attacks and website defacements, we assess with moderate confidence that major hacktivist movements based on persistent social issues, such as #GiletsJaunes , present a moderate threat to French institutions. ","['Social Engineering', 'Malware Propagation and Deployment', 'Defacement', 'POS_ATM Malware_ATM Skimming', 'Ransomware', 'Distributed Denial-of-Service (DDoS) Attack', 'Fraud']",FIN7
" FireEye Threat Intelligence assesses with high confidence that Canada faces financially motivated cyber threat activity continually, and that this activity seriously affects normal business operations. Sophisticated groups, commodity campaigns, and underground actors create significant challenges. We assess with moderate confidence that cyber espionage regularly affects Canadian entities with notable intensity; Russia-nexus actors currently pose the greatest risk. The Russian false hacktivist persona Fancy Bears' Hack Team (FBHT) conducted information operations activity, including leaks targeting Canadian athletic organizations in early 2018. FireEye believes that hacktivists present a low-frequency, low-intensity threat to security-conscious Canadian entities. Future strategic threats likely include operations against industrial control systems (ICS)/ supervisory control and data acquisition (SCADA) systems, potential expansion of FIN10 targeting, and activity against the federal election in 2019. ","['Social Engineering', 'Malware Propagation and Deployment', 'Defacement', 'Communications', 'Network Reconnaissance', 'Ransomware', 'Enabling Infrastructures', 'Distributed Denial-of-Service (DDoS) Attack', 'Monetization and Laundering', 'Fraud']",FIN7
" FireEye Intelligence assesses with high confidence that cyber espionage operations present a severe threat to the high technology vertical and that China-, Iran-, North Korea-, and Russia-nexus entities frequently target the sector for geopolitical intelligence collection, acquisition of intellectual property, to inform business negotiations, economic advantage, and military advantage. We assess with high confidence that technology service providers are frequently targeted by espionage actors, particularly Chinese actors, seeking to gain access to partners and clients of these firms. FireEye Intelligence judges that financially motivated actors represent a moderate threat to the high tech vertical. Commonly observed activities include broad-based malware campaigns, actors offering illicit access to corporate networks, and attempts to gain access to information that can be used for insider trading. Although we assess with high confidence that hacktivists pose a low threat to the high technology sector, any perceived involvement in controversies may prompt targeting. ","['Social Engineering', 'Defacement', 'Network Reconnaissance', 'Hardware/Supply Chain Compromise', 'Malware Research and Development', 'Ransomware', 'Distributed Denial-of-Service (DDoS) Attack', 'Exploit Development', 'Monetization and Laundering', 'Fraud', 'Pen Testing']",FIN7
" Cyber crime is responsible for most attacks directed against hospitality companies. Cyber criminals use several methods to capitalize on a successful attack, theft of payment and sensitive data, and extortive attacks. The cyber espionage threat to the hospitality industry is dependent on the company's location and its political and social environment. Nation-state actors increasingly target the sector to collect information on hotel guests of interest, gather corporate information, and conduct destructive attacks. Hacktivism poses a minor threat to organizations in the hospitality industry. Targeting of entities in the hospitality sector primarily occurs opportunistically or as part of broader campaigns against multiple targets. The adaptation of internet of things (IoT) technology broadens the concerns about new cyber security risks. ","['Social Engineering', 'Malware Propagation and Deployment', 'Defacement', 'POS_ATM Malware_ATM Skimming', 'Network Reconnaissance', 'Hardware_Supply Chain Compromise', 'Hardware/Supply Chain Compromise', 'Ransomware', 'Distributed Denial-of-Service (DDoS) Attack', 'POS/ATM Malware/ATM Skimming', 'Monetization and Laundering']",FIN7
" The cyber espionage threat to the hospitality industry is uneven, with moderate risk in many locations, but very high risk throughout Europe and many major cities worldwide. Nation-state actors are increasingly targeting the sector to infect high-profile customers, supplementing long-standing risks to corporate information and, in one case, conducting a destructive attack. Hospitality companies face a very high level of cyber crime; it is the most common cyber risk to the industry. Advanced criminal groups consistently target the sector with point of sale (POS) and backdoor malware likely due to the vast amounts of consumer financial data vulnerable to theft in the industry. Extortive attacks have also been observed. Hacktivism poses a minor threat to organizations in the hospitality industry. Targeting is mostly opportunistic and connected to broader themes. Hospitality industry companies are a source and victim of supply chain and third-party attacks. Hospitality companies should adopt robust controls and use available intelligence to mitigate supply chain threats and avoid being the abused third party themselves. In isolated cases, critical infrastructure reliance can affect hospitality industry risk, such as when hazardous sewage was released on the property of an Australian hotel after an ICS insider attack. Digital transformation efforts in many companies in the hospitality industry will broaden the threat landscape and introduce new cyber risks. Connected gaming, Internet-of-Things (IoT), and industrial control systems (ICS) integration require forward-thinking security programs. ",['No ttp provided'],FIN7
" Financially motivated cyber threat activity poses a significant threat to the online gambling sector. Cyber criminals use several methods to capitalize on a successful attack, theft of payment, and sensitive data and extortive attacks. The cyber espionage threat to the online gambling industry is low. However, in 2017, North Korean actors conducted attacks against Central American casinos with the probable goal of extortion. Hacktivism poses a minor threat to the online gambling industry and is primarily opportunistic or comprises part of a broader campaign. ","['Web Application Attacks', 'Social Engineering', 'Malware Propagation and Deployment', 'Network Reconnaissance', 'Man-in-the-middle-attack', 'Hardware/Supply Chain Compromise', 'Ransomware', 'Distributed Denial-of-Service (DDoS) Attack', 'Monetization and Laundering', 'Fraud', 'Insider Threat']",FIN7
" APT28 (Tsar Team) recently leveraged its ""DealersChoice"" Flash exploitation framework to deliver a GAMEFISH (Sofacy) payload to multiple government organizations in Central Asia, Europe, and the Middle East. Preliminary evidence suggests North Korean actors compromised Taiwan's Far Eastern International Bank (FEIB) and removed funds via the Society for Worldwide Interbank Financial Telecommunication (SWIFT) messaging service. FireEye iSIGHT Intelligence observed FIN7 exploiting the Dynamic Data Exchange (DDE) protocol in its operations on Oct. 10, 2017. The group appeared to target personnel involved with the U.S. Securities and Exchange Commission (SEC). TEMP.Periscope has been targeting a major U.S. think tank with a .NET vulnerability (CVE-2017-8759) and probably university research centers and shipbuilders. Microsoft patched this flaw on Sept. 12, 2017. Cisco Systems patched vulnerabilities in its Cloud Services Platform (CSP), the Firepower Extensible Operating System (FXOS), and NX-OS software. China is heavily invested in developing a national reputation system called the Social Credit System (SCS; ç¤¾ä¼ä¿¡ç¨ä½ç³» ), which scores citizens' and companies' reputations based on data collected from social media, finances, and government records. Although the SCS is advertised by the Chinese Government as a national credit monitoring system, FireEye iSIGHT Intelligence has observed overlap between SCS development and China's domestic security program. We have observed social networks being used by cyber espionage actors, such as Newscaster Team, a group with suspected ties to the Iranian Government. On LinkedIn, Facebook, YouTube, and other social media platforms, these cyber espionage actors move through networks of individuals and organizations, profiling and deploying malware and credential collecting links. We are concerned that the cyber threat from Russia will worsen in the short-term as Washington enacts a variety of measures and formal sanctions targeting parts of Russia's economy, to which Moscow may respond with out-of-band, unconventional attacks on the U.S. and European private sectors. APT20 and APT21, China-nexus espionage groups, target Chinese dissident and ethnic minority groups using a variety of spear-phishing and strategic web compromises designed to focus on particular demographics. ",['No ttp provided'],FIN7
" Mandiant Threat Intelligence assesses with high confidence that financially motivated actors pose a persistent threat to the financial services industry, and that financially motivated cyber crime has, in aggregate, had a serious impact on the sector. We have observed targeted intrusion activity against this sector from almost every financially motivated non-state threat group that Mandiant tracks, as well as ongoing activity from indiscriminate campaigns. We assess with high confidence that financial services also face a moderate frequency, very high-impact threat from state-sponsored actors motivated by traditional cyber espionage and financially motivated goals. We assess that activity undertaken by groups with links to North Korea is likely the most frequent and impactful; we have also recently observed activity from China-, Russia-, Iran-, Vietnam-, and India-nexus actors. We assess with moderate confidence that information operations are generally infrequent and generally have a low impact on the financial services sector. However, actors with a suspected state-nexus have affected financial institutions by using claimed leaks of financial information for political gain. Mandiant assesses with moderate confidence that global hacktivist campaigns will continue to be announced on a moderately frequent basis; however, most observed activity has taken the form of distributed denial-of-service (DDoS) attacks and website defacements, which generally have a low impact. ","['Social Engineering', 'Defacement', 'Ransomware', 'Distributed Denial-of-Service (DDoS) Attack', 'POS/ATM Malware/ATM Skimming', 'Monetization and Laundering', 'Fraud']",FIN7
" Mandiant Threat Intelligence is moderately confident that cyber espionage poses a low-frequency, moderate-intensity threat to pharmaceutical industry organizations. State-sponsored actors likely target pharmaceutical organizations for intellectual property and information related to business operations. We surmise that information operations seeking to promote narratives in line with national strategic objectives pose a low-frequency, low-intensity threat to pharmaceuticals. Recently observed operations include Russian influence campaigns disseminating fabricated content and using false personas. Mandiant is moderately confident that financially motivated activity poses a regular-frequency, moderate-intensity threat to pharmaceuticals. Observed activity includes TEMP.Splinter and FIN11 campaigns as well as indiscriminate malware campaigns. Mandiant assesses with moderate confidence that pharmaceuticals may be occasionally targeted by hacktivists due to perceived involvement in controversies, although well-protected organizations will unlikely face significant disruption. Significant global health events such as the 2020 coronavirus (COVID-19) pandemic have been used as lure content for both espionage activity and financially motivated threat activity; we surmise that such events may trigger an increase in espionage targeting information related to new drugs and treatments. ","['Social Engineering', 'Malware Propagation and Deployment', 'Doxing', 'Defacement', 'Ransomware', 'Enabling Infrastructures', 'Exploit Development', 'Monetization and Laundering']",FIN7
" The most prominent driver of cyber crime targeting the financial services sector are the funds and other directly valuable goods, such as investments, handled by these firms. The large volume of sensitive customer and employee data held by firms in the industry makes these entities valuable targets for both criminal and espionage actors. Mandiant Threat Intelligence assesses with high confidence that cyber espionage associated with North Korea, China, Russia, and Iran continues to pose a common threat to the industry for intelligence gathering, tracking of individuals, economic espionage, and other related motivations, with noticeable to large-scale impacts. We assess with high confidence that financial crime remains a near-constant threat to the industry with often significant outcomes. This activity encompasses a wide variety of activities including, but not limited to, fund theft, fraud and identity theft, loan fraud, and sale of internal network access. Ransomware also remains a prominent threat, with the integration of data theft extortion to many ransomware operations increasing the threat posed by these campaigns. ","['Malware Propagation and Deployment', 'Defacement', 'Ransomware', 'Distributed Denial-of-Service (DDoS) Attack', 'Monetization and Laundering', 'Fraud']",FIN7
" Mandiant Threat Intelligence assesses with high confidence that Canada's status as a developed and technically advanced nation drives much of the threat activity affecting the nation. Mandiant assesses with high confidence that Canada faces a high-frequency, moderate-intensity threat from financially motivated cyber actors . We assess with moderate confidence that cyber espionage poses a moderate-intensity and -frequency threat to Canadian institutions. Mandiant assesses with high confidence that hacktivist activity and information operations pose a semi-regular and limited-intensity threat to Canada. ","['Social Engineering', 'Malware Propagation and Deployment', 'Domain Registration_DNS Abuse and Manipulation', 'POS_ATM Malware_ATM Skimming', 'Network Reconnaissance', 'Hardware_Supply Chain Compromise', 'Malware Research and Development', 'Ransomware', 'Monetization and Laundering', 'Fraud', 'Insider Threat', 'Pen Testing']",FIN7
" The United Kingdom (UK) is a common target for espionage actors linked to a variety of countries. The types of organizations targeted are similar to other countries with a comparable level of international engagement and economic, military, and technological development. Given its position as a wealthy and technologically advanced nation, the UK is heavily affected by cyber crime campaigns, both those targeting the UK specifically and more broadly targeted campaigns affecting many other countries. The UK has been a target and source of hacktivist activity since at least 2011 and the growth and high-profile attacks by Anonymous-affiliated actors. While high-profile hacktivism attacks appear to have decreased in prevalence in recent years, the UK will likely continue to be a popular target for hacktivists with anti-UK, anti-establishment, and/or anti-Western motivations. While we have not confidently linked any espionage groups to the UK, the UK Government has publicly admitted to developing and maintaining an offensive cyber capability. ","['Social Engineering', 'Malware Propagation and Deployment', 'Doxing', 'Defacement', 'Communications', 'Network Reconnaissance', 'Man-in-the-middle-attack', 'Malware Research and Development', 'Ransomware', 'Enabling Infrastructures', 'Distributed Denial-of-Service (DDoS) Attack', 'POS/ATM Malware/ATM Skimming', 'Domain Registration/DNS Abuse and Manipulation', 'Monetization and Laundering', 'Fraud', 'Insider Threat']",FIN7
" The Weekly Intelligence Review is a quick overview of the previous week's major cyber threat stories, along with links to FireEye iSIGHT Intelligence that are relevant to a deeper understanding of the business risks associated with these threats. ",['No ttp provided'],FIN7
" Mandiant Threat Intelligence assesses with high confidence that cyber espionage poses a frequent and serious threat to the technology industry. These operations likely target technology organizations to obtain proprietary data that could be used for military or commercial advantage, or to facilitate third-party and supply chain compromises. We assess with moderate confidence that financially motivated actors pose a significant, high-frequency threat to the technology industry. Common activity types include ransomware, theft of personally identifiable information (PII) and financial data, credential compromise, and sale of access to technology companies. Mandiant Threat Intelligence assesses with moderate confidence that information operations are a nearly continuous but limited impact threat to social media organizations, primarily through credential theft, platform abuse, and reputation damage. These operations also likely pose an uncommon threat with negligible impact to other subsectors. ","['Social Engineering', 'Malware Propagation and Deployment', 'Hosting', 'Defacement', 'Communications', 'Domain Registration_DNS Abuse and Manipulation', 'Network Reconnaissance', 'Enabling Infrastructures', 'Distributed Denial-of-Service (DDoS) Attack', 'Fraud']",FIN7
" Mandiant Threat Intelligence assesses with high confidence that Russian cyber espionage operations presented a very common and serious threat to multiple industry sectors during late 2019 and 2020. Its operations are most frequently observed targeting governments in Russia's near abroad and North Atlantic Treaty Organization (NATO) member states, particularly Poland, Ukraine, and the U.S. Increased public exposure from primarily the U.S. and UK Governments provided unusual insight into these operations. Likewise, we assess with high confidence that Russian information operations present a very common and serious threat to countries and organizations in NATO and Russia's near abroad, particularly to media organizations and governments as well as nonprofit organizations, political parties, and international organizations. Mandiant assesses with high confidence that Russian-language cyber crime will continue to pose an almost continuous and serious threat to global organizations, with financially motivated activity from Russia targeting nearly every industry sector worldwide. ","['Malware Propagation and Deployment', 'Domain Registration_DNS Abuse and Manipulation', 'POS_ATM Malware_ATM Skimming', 'Network Reconnaissance', 'Malware Research and Development', 'Ransomware', 'Enabling Infrastructures']",FIN7
" Mandiant Threat Intelligence assesses with high confidence that cyber espionage presents a high-frequency, high-severity threat to the energy and utilities sectors. Espionage actors may target energy and utility entities in order to defend their economic interests by seeking information related to business operations, new processes and technologies, and mergers and acquisitions; they may also seek to target entities in these categories that constitute critical infrastructure for military or political advantage. We believe the energy and utilities sectors are at increased risk of disruptive and destructive threats, particularly from nation-state actors from Russia and Iran, who have demonstrated the capabilities and intent to conduct such attacks. We assess with high confidence that financially motivated threat activity poses a moderate-frequency, moderate-intensity threat to energy and utility companies. Disruptive financial threats, such as ransomware, pose a notable threat to critical infrastructure operations. Key threat drivers include efforts by nation-states to maintain regional and global trade dominance, develop sources of new energy, and undertake significant energy sector projects; threats are also likely affected by geopolitical tensions between Western nations, Russia, the Middle East, and other regions highly active in the energy sector. ",['No ttp provided'],FIN7
" Mandiant Threat Intelligence assesses with high confidence that financially motivated cyber threat activity poses a frequent and high-impact threat to the healthcare sector due to the potential for the compromise of large volumes of highly sensitive personally identifiable information (PII), personal health information (PHI), financial data, and disruptive incidents, including ransomware infections. Mandiant Threat Intelligence assesses with moderate confidence that cyber espionage activity poses an occasional threat to the healthcare sector, with past examples having a noticeable impact through compromise of sensitive data; however, future attacks could cause significant to catastrophic effects should actors undertake destructive or high-impact disruptive attacks. Mandiant Threat Intelligence assesses with high confidence that information operations pose an occasional threat to the healthcare sector and can have a limited to noticeable impact on healthcare operations, particularly through influence of public opinion regarding efficacy and trustworthiness of healthcare providers and methods. Mandiant Threat Intelligence assesses with moderate confidence that hacktivist campaigns are an uncommon threat to most organizations in the healthcare sector and may only have a negligible or minor impact on targeted organizations. We speculate that the lack of information technology (IT) security best practices in internet-connected medical devices, Internet of Things (IoT) devices, and building management systems used by healthcare providers increases the risk profile due to the potential for significant negative consequences of a compromise. ","['Social Engineering', 'Malware Propagation and Deployment', 'Doxing', 'Defacement', 'Domain Registration_DNS Abuse and Manipulation', 'Network Reconnaissance', 'Man-in-the-middle-attack', 'Hardware_Supply Chain Compromise', 'Hardware/Supply Chain Compromise', 'Ransomware', 'Distributed Denial-of-Service (DDoS) Attack', 'Domain Registration/DNS Abuse and Manipulation', 'Fraud', 'Insider Threat']",FIN7
" Cyber espionage poses a regular frequency, serious intensity threat to German entities. Russian and Chinese threat actors seek political, military, and economic intelligence in targeted espionage operations, and we have also recently observed an increase in Iranian threat activity due to rising global tensions that may impact German entities as part of broader targeting of Western entities and critical infrastructure. Information operations pose a regular frequency, moderate intensity threat to German entities, with observed activity tied to Russian and Iranian actors seeking to influence public opinion in line with respective national strategic interests. Financially motivated cyber crime continues to pose a regular frequency, serious intensity threat to Germany, a country with a high level of wealth and technological advancement. Frequently observed activities include widespread phishing campaigns, point-of-sale (POS) malware propagation, personal or corporate data theft, and sale of network accesses. Given its geopolitical importance in Europe and the North Atlantic Treaty Organization (NATO), its relative wealth, and industrial base including numerous high-tech, automotive, manufacturing, and other corporations Germany will continue to be an attractive target for espionage and information operations, financially motivated threats, and a target for potential disruptive and destructive attacks. ","['Social Engineering', 'Malware Propagation and Deployment', 'Defacement', 'Ransomware', 'Distributed Denial-of-Service (DDoS) Attack', 'Monetization and Laundering']",FIN7
" Mandiant Threat Intelligence assesses with high confidence that cyber espionage from primarily Russian state-linked threat groups will continue to present an almost continuous and serious threat to Ukraine particularly toward Ukrainian government and military entities. Mandiant has observed primarily pro-Russian information operations targeting Ukraine, often with the apparent objective of creating tension between Ukraine and its European and NATO partners and degrading Ukrainians' trust in their government and democracy. We assess with moderate confidence that these information operations are a frequent and considerable threat. We assess with moderate confidence that Ukrainian cyber crime poses a frequent, moderate magnitude threat to organizations located both in Ukraine and globally. ","['Social Engineering', 'Malware Propagation and Deployment', 'Domain Registration_DNS Abuse and Manipulation', 'Network Reconnaissance', 'Malware Research and Development', 'Ransomware', 'Monetization and Laundering']",FIN7
" Executives, IT administrators, financial authorities, human resources, and customer-facing roles likely face an increased risk of compromise compared to other job roles. Unique access permissions and willingness to receive and open unsolicited emails or other messages make individuals in these roles more susceptible to targeting campaigns. ","['Web Application Attacks', 'Social Engineering', 'Malware Propagation and Deployment', 'Fraud']",FIN7
" FireEye Intelligence assesses with high confidence that cyber espionage operations present a high threat to the mining vertical. We have primarily observed Chinese threat actors targeting this sector likely to provide domestic industries with a competitive advantage in business negotiations, exploration and access to resources, or to acquire technologies that could inform indigenous development. We judge that financially motivated FIN10 operations in particular present a high risk to the mining vertical, while other financially motivated actors represent a moderate threat. Commonly observed activities include extortion operations, attempts to gain access to information that can be used for insider trading, and broad-based malware campaigns. We judge that commercial industrial espionage and state-sponsored disruptive/destructive attacks seeking to damage firms' reputations or physical infrastructure pose a low probability but potentially high-impact threat to mining organizations. Although we assess with high confidence that hacktivists pose a low threat to the mining industry, any perceived involvement in controversies may prompt targeting. ","['Social Engineering', 'Malware Propagation and Deployment', 'Defacement', 'Network Reconnaissance', 'Ransomware', 'Distributed Denial-of-Service (DDoS) Attack', 'Pen Testing']",FIN7
" Key issues in the cyber crime threat landscape between October and December 2020 included account takeovers, network compromises, ransomware operations, and operations including the use of mobile malware. Top malware detections between October and December 2020 included Emotet, AgentTesla, and LokiBot. Throughout Q4 2020, Mandiant Threat Intelligence observed targeted threat activity associated with FIN11, FIN7, and FIN6 with varying degrees of confidence. Mandiant continues to observe threat actors deploying ransomware post-compromise. Data theft and extortion increasingly became a part of these operations during this quarter. Highly active families included SODINOKIBI (aka REvil), DOPPELPAYMER, NETWALKER, and Egregor. ","['Social Engineering', 'Malware Propagation and Deployment', 'POS_ATM Malware_ATM Skimming', 'Malware Research and Development', 'Ransomware', 'Monetization and Laundering', 'Fraud']",FIN7
" The ""GCMAN group"" reportedly performed intrusions against financial institutions in Russia prior to 2016 and transferred money to eCurrency services. Whether the group continues to be active is unclear. GCMAN malware is a downloader with the ability to execute arbitrary commands from the command and control (C C) host. ",['Malware Propagation and Deployment'],FIN7
" Security researchers recently reported on a suspected new front company associated with FIN7-affliated threat actors named Bastion Secure Ltd., which appears to have operated since at least 2020. We also identified a cluster of possibly related job postings associated with companies named Dukescricket Ltd, Golden Stuff LTD, and Rousesolution.store Limited. Notably, there are overlaps between possible Bastion Secure employees and user names within a private Mattermost chat server run by the Russian-speaking threat actor ""Berimor,"" who has historically been associated with FIN7. The identification of these possible additional front companies and employment contracts suggests that actors are still having success recruiting individuals for various aspects of their operations using this methodology. ","['Social Engineering', 'Fraud']",FIN7
 This report is designed to provide situational awareness of current and emerging cyber crime threats impacting the financial sector. ,"['Social Engineering', 'Malware Propagation and Deployment', 'Network Reconnaissance', 'Malware Research and Development', 'Ransomware', 'Monetization and Laundering', 'Pen Testing']",FIN7
" Throughout August and September 2017, FireEye iSIGHT Intelligence has observed ongoing FIN7 operations targeting restaurants and companies providing vehicle parking services (e.g., parking lots and garages). We assess with high confidence that this current campaign poses a credible, high-level threat to targeted entities. The recent operations have involved the use of a new credential harvesting utility that we have dubbed SIMPLECRED. ",['No ttp provided'],FIN7
 This report is designed to provide situational awareness of current and emerging cyber crime threats impacting the financial sector. ,"['Social Engineering', 'Malware Propagation and Deployment', 'POS_ATM Malware_ATM Skimming', 'Malware Research and Development', 'Ransomware', 'Exploit Development', 'Fraud']",FIN7
" A recent Group-IB report highlighted the activities of a purportedly new group dubbed ""MoneyTaker,"" which has been active since May 2016 and is allegedly responsible for attacks on at least 20 organizations based in the U.S., UK, and Russia. This group reportedly focuses their operations on conducting illicit transactions by targeting card processing systems and payment transfer systems, including AWS CBR (Russian Interbank payment system) and First Data STAR. Based on the available indicators of compromise extracted from Group-IB reporting, FireEye iSIGHT Intelligence has not identified any overlaps aside from some broader tactics, techniques, and procedures (TTPs) observed within the attack lifecycle and underlying motivation between MoneyTaker operations and known intrusion sets currently tracked by FireEye. ","['Malware Propagation and Deployment', 'Monetization and Laundering']",FIN7
" FireEye Threat Intelligence recently observed FIN7-affiliated actors conduct a phishing campaign targeting entities within the hospitality sector. This campaign demonstrated several slight shifts in the social engineering methods used by these actors, including the use of emails that appeared to be forwarded messages and the inclusion of recipients within the BCC line of the emails. Barring any further law enforcement actions, we expect at least a portion of the actors who comprise the FIN7 criminal organization to continue conducting campaigns for the foreseeable future. ","['Social Engineering', 'Malware Research and Development']",FIN7
" FireEye Threat Intelligence identified a different variant of SCRAPMINT that has no exfiltration mechanism, does not communicate over the network, and expects a filename to be passed as an argument. This variant of SCRAPMINT was hosted on a server that also hosted multiple other point-of-sale (POS) malware and public tools. FireEye Threat Intelligence was able to gain additional insights into the threat actors' post-compromise activities preceding the deployment of SCRAPMINT from an XKEYLOG server. The modification of SCRAPMINT allows for smaller and less complex malware and gives actors the ability to deploy a separate exfiltration tool more suitable for a given victim environment. ","['Malware Propagation and Deployment', 'POS_ATM Malware_ATM Skimming']",FIN7
" Mandiant has identified various actors operating in underground communities who appear to be affiliated with ALPHV operations such as those involved in recruitment and development, as well as numerous possible affiliates. Initial overlaps observed between ALPHV and BLACKMATTER and/or DARKSIDE include strong similarities in their process and service termination lists , use of the same common hosting provider for some BEACON command and control, possible FIN7 association, and underground forum accusations. Mandiant identified FIN7-attributed activity in a victim's environment several months prior to ALPHV ransomware deployment, however we currently track these clusters of activity separately. Victims listed on ALPHV's public shaming website have been primarily based in the U.S., although those located in Europe, the Philippines, Australia, the Bahamas, Canada, India, and Hong Kong have also been impacted. These victim have spanned nearly every industry verticals. The Technical Appendix contains Yara rules that can be used to aid the identification of ALPHV samples. ","['Malware Propagation and Deployment', 'Network Reconnaissance', 'Ransomware', 'Monetization and Laundering', 'Pen Testing']",FIN7
" The Russian-speaking actor ""Berimor"" has been active on the Russian-language exploit.in forum since August 2018 and has expressed interest in a wide variety of malicious activity. Berimor has claimed to be a major player in the field of point-of-sale (POS) operations and one of the primary suppliers of stolen credit card data for the Joker's Stash card shop. Information gleaned from trusted sensitive sources and a review of the actor's underground forum activity suggest a possible overlap between Berimor's activities and FIN7. ","['Malware Propagation and Deployment', 'Exploit Development']",FIN7
" In recent FIN7 incidents, Mandiant Threat Intelligence observed the attackers deploying two newly identified tools TAKEOUT and DICELOADER along with multiple families that have been used in previous FIN7 campaigns, including CARBANAK , THREEDOG, and GRIFFON . At multiple intrusions we have observed the attacker searching for and, in at least one case, exfiltrating sensitive corporate data. At an organization where data was exfiltrated, the victim subsequently received an extortion email threatening the release of stolen data, though the email could not be definitively attributed to FIN7. The decline in card-present transactions throughout 2020 at traditional FIN7 targets due to COVID-19 makes these organizations less appealing targets for point-of-sale (POS) operations. This likely decline in profitability may fuel FIN7-affiliated actors to consider alternative monetization tactics and expand their targeting to other industries. The Technical Appendix contains Yara rules to identify TAKEOUT and DICELOADER payloads. ","['Malware Propagation and Deployment', 'Ransomware']",FIN7
" The Russian-speaking actor ""lefroggy"" has sought illicit access to organizations and recently claimed to use Haron ransomware (aka Midas, Axxes). Mandiant has moderate confidence that FIN7-affiliated actors have been associated with at least one ransomware incident reported as Midas, which is believed to be another name used for Haron. There are numerous overlaps between lefroggy and actors who we suspect are affiliated with some FIN7 operations. Notably, at least some of these actors recently discussed conducing phishing campaigns using HTML emails and ISO files. Lefroggy is currently seeking access to companies with more than $30 million USD revenue based in the United States and Canada, but the actor has previously expressed interested in the United Kingdom and Europe. The Technical Appendix includes technical analysis of a THANOS ransomware sample associated with Haron operations. ","['Social Engineering', 'Malware Propagation and Deployment', 'Ransomware', 'Monetization and Laundering']",FIN7
" In late May and early June 2022, Mandiant identified a suspected WINGNIGHT campaign using invoice-themed lures to deliver a packed malicious payload. We currently attribute this campaign to UNC3381, a suspected FIN7 threat cluster. Notably, the packer used in this campaign may have been leveraged for some TRICKBOT modules in 2020, which suggests that these actors have used a common crypting service or tool. UNC3381 campaigns appear to be opportunistic and have previously impacted organizations in a wide range of sectors. The Technical Appendix includes YARA rules for identifying WINGNIGHT samples and files that have potentially used this same packer. ","['Social Engineering', 'Malware Propagation and Deployment']",FIN7
