	Reports	Technique	Actor	textrank_extractive_summary	textrank_extractive_summary_time_taken
188	 FireEye iSIGHT Intelligence has uncovered domains impersonating international sporting organizations. The registration of these domains was consistent with the pattern previously used by APT28, and it could be used for credential theft or other malicious purposes. APT28 likely continues to target international sporting organizations following Russia's exclusion from the 2018 Winter Olympics. 	Initial Access: T1078 Valid Accounts	APT28	APT28 likely continues to target international sporting organizations following Russia's exclusion from the 2018 Winter Olympics.	0:00:00.004340
189	 APT28 (Tsar Team) has targeted multiple hospitality companies with spear phishes containing documents that drop GAMEFISH malware. In a at least one case, APT28 sought to escalate its privileges using two notable methods, Responder, a NetBIOS Name Service (NBT-NS) poisoning tool, and the ETERNALBLUE exploit. In a separate instance, APT28 compromised a victim via credentials likely sniffed from a hotel's guest Wi-Fi network. Targeted hotels are primarily in Europe, with one additional target in the Middle East. 	Initial Access: T1078 Valid Accounts	APT28	In a at least one case, APT28 sought to escalate its privileges using two notable methods, Responder, a NetBIOS Name Service (NBT-NS) poisoning tool, and the ETERNALBLUE exploit.	0:00:00.007552
190	 This report compiles recent cyber espionage activity uncovered by FireEye iSIGHT Intelligence. The activity below is recent, but it does not significantly alter our assessment of the threat landscape. Indicators of compromise (IOCs) are provided with minimal context to deliver them quickly to customers. This report includes activity from actors based in Russia and China. 	Initial Access: T1078 Valid Accounts	APT28	Indicators of compromise (IOCs) are provided with minimal context to deliver them quickly to customers.	0:00:00.005710
191	 Russia-nexus APT28 (Tsar) has deployed a number of new tools alongside older capabilities throughout 2018. It continues to operate at a high volume against a broad target set, though some slight shifts in targeting focus have been observed. Public scrutiny and indictments do not appear to have affected APT28's operational tempo, suggesting the group's operations will continue for the foreseeable future. 	Initial Access: T1078 Valid Accounts	APT28	 Russia-nexus APT28 (Tsar) has deployed a number of new tools alongside older capabilities throughout 2018.	0:00:00.004357
192	 FireEye iSIGHT Intelligence has uncovered multiple military lure documents that were weaponized with a new macro and retrieved previously unseen PowerShell and .NET malware. Infrastructure patterns and targeting indicates that this activity is likely ATP28 (Tsar Team). Newly uncovered GAMEFISH samples, likely targeting Slovakia, demonstrate APT28's continued interest in European security. 	Initial Access: T1078 Valid Accounts	APT28	Newly uncovered GAMEFISH samples, likely targeting Slovakia, demonstrate APT28's continued interest in European security.	0:00:00.004510
193	 This is a consolidated report on the tactics, techniques, and procedures (TTPs) used by APT28 (Tsar) across the full intrusion lifecycle. This report is based on extensive experience with this actor, combining insight from Mandiant Incident Response, FireEye-as-a-Service (FaaS), Mandiant Threat Intelligence, and FireEye devices. Tips for detecting and preventing APT28 intrusions are included when available. 	Initial Access: T1078 Valid Accounts	APT28	Tips for detecting and preventing APT28 intrusions are included when available.	0:00:00.004583
194	 Threat Activity Reports relay historical and recent activities observed within the cyber threat environment, the relevance of which has become elevated by current circumstances. Activities continue to be monitored and may result in additional alerts or reports if anything significant occurs or the issue warrants further analysis. 	Initial Access: T1078 Valid Accounts	APT28	Activities continue to be monitored and may result in additional alerts or reports if anything significant occurs or the issue warrants further analysis.	0:00:00.001999
195	 APT28 (Tsar) leveraged lure messages themed with a subsurface warfare conference to various public agencies in Austria, Montenegro, and Norway. Technical analysis revealed that APT28 implemented a new framework to deliver the CVE-2018-4878 exploit and signature GAMEFISH malware. The targeting is consistent with previous APT28 campaigns and aligns with Russian national interests on national defense and NATO/European integration. 	Initial Access: T1078 Valid Accounts	APT28	 APT28 (Tsar) leveraged lure messages themed with a subsurface warfare conference to various public agencies in Austria, Montenegro, and Norway.	0:00:00.004487
196	 Mandiant Threat Intelligence uncovered additional UNC1151 domain registration activity the group and other Russia-nexus threat actors may use for malware command and control (C C) or credential harvesting efforts. Some of the domain names appear to be intended to mimic internet streaming services and tourism sites. 	Initial Access: T1078 Valid Accounts	APT28	Some of the domain names appear to be intended to mimic internet streaming services and tourism sites.	0:00:00.001849
197	 MITRE's Adversarial Tactics, Techniques, and Common Knowledge (ATT CK) is a knowledge base and model for cyber adversary behavior. The ATT CK framework is divided into 11 tactics: initial access, execution, persistence, privilege escalation, defense evasion, credential access, discover, lateral movement, collection, exfiltration, and command and control (C C). Attackers can use various techniques to achieve each of these goals and ultimately enable successful operations. This report identifies the ATT CK categories FireEye has seen used by APT28 across FireEye Devices, Mandiant Incident Response, Managed Defense, and research. 	Initial Access: T1078 Valid Accounts	APT28	 MITRE's Adversarial Tactics, Techniques, and Common Knowledge (ATT CK) is a knowledge base and model for cyber adversary behavior.	0:00:00.008507
198	Targeted social engineering e-mails containing malware payloads or links to hostile exploit and malware payloads have increasingly emerged as a key vector for the compromise of national and critical infrastructure networks. These lures increasingly incorporate discussions of key topics of interest to specific victim sets, frequently conveyed using forged originator information intended to enhance lure effectiveness.	Initial Access: T1078 Valid Accounts	APT28	These lures increasingly incorporate discussions of key topics of interest to specific victim sets, frequently conveyed using forged originator information intended to enhance lure effectiveness.	0:00:00.002269
199	 This report is designed to provide situational awareness of current and emerging cyber crime threats impacting the financial sector. 	Initial Access: T1190 Exploit Public-Facing Application	APT28	 This report is designed to provide situational awareness of current and emerging cyber crime threats impacting the financial sector.	0:00:00.000652
200	 The number of zero-days exploited as of July 2021 is on track to more than double the previous record volume from 2019 and has already surpassed all previous years on record. State-sponsored groups continue to be the primary actors exploiting zero-day vulnerabilities, although the proportion of financially motivated actors deploying zero-day exploits has grown significantly since 2019. Microsoft's Exchange and Windows Server software, Apple's iOS, and Google's Chrome browser had the highest volume of zero-days exploited by threat actors, likely reflecting the popularity of these products. The vast increase in zero-day exploitation in 2021, as well as the diversification in motives and actors using them, expands the risk portfolio for organizations in nearly every industry sector and geography, particularly those that rely on these popular systems. 	Initial Access: T1195 Supply Chain Compromise	UNC2447	The vast increase in zero-day exploitation in 2021, as well as the diversification in motives and actors using them, expands the risk portfolio for organizations in nearly every industry sector and geography, particularly those that rely on these popular systems.	0:00:00.010199
201	No report found.	Initial Access: T1195 Supply Chain Compromise	UNC2447	No report found.	0:00:00.000662
202	 This report is designed to provide situational awareness of current and emerging cyber crime threats impacting the financial sector. 	Initial Access: T1190 Exploit Public-Facing Application	UNC2447	 This report is designed to provide situational awareness of current and emerging cyber crime threats impacting the financial sector.	0:00:00.000664
203	 This report is designed to provide situational awareness of current and emerging cyber crime threats impacting the financial sector. 	Initial Access: T1078 Valid Accounts	UNC2447	 This report is designed to provide situational awareness of current and emerging cyber crime threats impacting the financial sector.	0:00:00.000651
204	 This report is designed to provide situational awareness of current and emerging cyber crime threats impacting the financial sector. 	Initial Access: T1195 Supply Chain Compromise	UNC2447	 This report is designed to provide situational awareness of current and emerging cyber crime threats impacting the financial sector.	0:00:00.000647
205	 Key issues in the cyber crime threat landscape between April and June 2021 included account takeovers, network compromises, ransomware operations, and operations including the use of mobile malware. Top malware detections between April and June 2021 included FORMBOOK, LOKIBOT, AGENTTESLA, URSNIF, TRICKBOT, QAKBOT, NANOCORE, REMCOS, MOUSEISLAND, and NETWIRE. Throughout Q2 2021, Mandiant Threat Intelligence observed threat activity associated with UNC1543, UNC1878, UNC2053, and UNC2420, among others. 	Initial Access: T1190 Exploit Public-Facing Application	UNC2447	 Key issues in the cyber crime threat landscape between April and June 2021 included account takeovers, network compromises, ransomware operations, and operations including the use of mobile malware.	0:00:00.005428
206	 This report is designed to provide situational awareness of current and emerging cyber crime threats impacting the financial sector. 	Initial Access: T1190 Exploit Public-Facing Application	UNC2447	 This report is designed to provide situational awareness of current and emerging cyber crime threats impacting the financial sector.	0:00:00.000689
207	 As of February 2018, FireEye iSIGHT Intelligence tracked 39 threat groups that have targeted organizations from the construction and engineering industries on at least one occasion and 80 clusters of activity that are not currently attributed to any group. Economic, political, and military interests equally drive threat actors to target construction and engineering organizations. Some possible overlaps might exist with other industries because of subcategories related to manufacturing of industrial equipment, contractors, chemical equipment, and mining. Contact your account manager for a high-resolution version of the graphic. 	Initial Access: T1190 Exploit Public-Facing Application	FIN7	 As of February 2018, FireEye iSIGHT Intelligence tracked 39 threat groups that have targeted organizations from the construction and engineering industries on at least one occasion and 80 clusters of activity that are not currently attributed to any group.	0:00:00.008070
208	 As of January 2018, FireEye iSIGHT Intelligence tracks 35 threat groups that have targeted organizations from the transportation sector on at least one occasion, and 45 clusters of activity that are not currently attributed to any group Most of these groups have performed espionage activities to retrieve information about technology innovation related to aircrafts and automobiles. While financial or economic benefits are common incentives for targeting the transportation sector, military and political interests are also a driving factor. Contact your account manager for a high-resolution version of the graphic. 	Initial Access: T1190 Exploit Public-Facing Application	FIN7	 As of January 2018, FireEye iSIGHT Intelligence tracks 35 threat groups that have targeted organizations from the transportation sector on at least one occasion, and 45 clusters of activity that are not currently attributed to any group Most of these groups have performed espionage activities to retrieve information about technology innovation related to aircrafts and automobiles.	0:00:00.005750
209	 As of February 2018, FireEye iSIGHT Intelligence tracks 42 threat groups that have targeted organizations from the telecommunications sector on at least one occasion and 26 clusters of activity that are not currently attributed to any group. Economic, political, and military interests equally drive threat actors to target telecommunications organizations. However, it is sometimes difficult to determine whether an actor only leveraged telecommunications infrastructure as a channel to indirectly target other sectors. Contact your account manager for a high-resolution version of the graphic. 	Initial Access: T1195 Supply Chain Compromise	FIN7	 As of February 2018, FireEye iSIGHT Intelligence tracks 42 threat groups that have targeted organizations from the telecommunications sector on at least one occasion and 26 clusters of activity that are not currently attributed to any group.	0:00:00.007497
210	 FireEye iSIGHT Intelligence defines Light Rail Transit (LRT) as a subcomponent of the Rail Transportation industry, focused on transporting passengers within urban or suburban areas by a vehicle on rail lines, including light rail trains, trams, and streetcars. LRT systems face potential threats from state-sponsored, financially motivated, hacktivist and terrorist-sympathetic adversaries. Insider threats are also relevant for rail transportation. Potential adverse outcomes of cyber threat activity include destruction of infrastructure, disruption of operations, economic loss, and reputational damage to the LRT system, and by extension, associated municipal or other authorities. The complex dynamics and interdependencies between different layers of rail transportation systems provide attackers with opportunities to perform attacks on a variety of different attack surfaces. The Industrial Internet of Things (IIoT) and the supply chain are among the most critical attack vectors. Third-party or external contractors in the supply chain represent risks to the integrity of the LRT system due to shared access to sensitive information and/or equipment required for the system's operation. However, proper precautions can mitigate the risks. 	Initial Access: T1190 Exploit Public-Facing Application	FIN7	Third-party or external contractors in the supply chain represent risks to the integrity of the LRT system due to shared access to sensitive information and/or equipment required for the system's operation.	0:00:00.030952
211	 Russia-, North Korea-, and Iran-nexus threat actors have demonstrated a willingness to conduct operations against the utilities industry in the last several years. We regularly observe indiscriminate cyber criminal campaigns impacting this sector and, albeit limited, financially motivated intrusion groups such as FIN7 have also impacted the utilities industry. Despite occasional hacktivist or disgruntled insider attacks, the current threat is low. Utilities, especially those invol v ed in electricity generation or transmission, should include geopolitical environment analyses when determining security strategies and investment priorities. 	Initial Access: T1190 Exploit Public-Facing Application	FIN7	We regularly observe indiscriminate cyber criminal campaigns impacting this sector and, albeit limited, financially motivated intrusion groups such as FIN7 have also impacted the utilities industry.	0:00:00.007535
212	 FireEye Intelligence assesses with high confidence that cyber espionage actors pose a serious threat to law firms. Cyber espionage actors, particularly those with a nexus to China, are likely to target law firms to exploit trusted client relationships and gain access to intellectual property or proprietary information to benefit a government sponsor. We assess with high confidence that financially motivated cyber crime poses an ongoing and serious threat to law firms. Financially motivated cyber criminals target legal firms to gain access to client data such as financial and account information, proprietary information, or other sensitive business data. FireEye Intelligence assesses with moderate confidence that hacktivists constitute a low threat to law firms. Hacktivists may target law firms to call attention to a cause, but they typically possess limited technical capabilities. Cyber threats to legal services come in various forms including phishing, data breaches, ransomware, supply chain compromise, and insider threats. Moreover, lack of security training and usage of obsolete technology and mobile devices increase the security risk to the law firms. 	Initial Access: T1190 Exploit Public-Facing Application	FIN7	Moreover, lack of security training and usage of obsolete technology and mobile devices increase the security risk to the law firms.	0:00:00.028963
213	 FireEye Intelligence assesses with high confidence that cyber espionage actors pose a serious threat to law firms. Cyber espionage actors, particularly those with a nexus to China, are likely to target law firms to exploit trusted client relationships and gain access to intellectual property or proprietary information to benefit a government sponsor. We assess with high confidence that financially motivated cyber crime poses an ongoing and serious threat to law firms. Financially motivated cyber criminals target legal firms to gain access to client data such as financial and account information, proprietary information, or other sensitive business data. FireEye Intelligence assesses with moderate confidence that hacktivists constitute a low threat to law firms. Hacktivists may target law firms to call attention to a cause, but they typically possess limited technical capabilities. Cyber threats to legal services come in various forms including phishing, data breaches, ransomware, supply chain compromise, and insider threats. Moreover, lack of security training and usage of obsolete technology and mobile devices increase the security risk to the law firms. 	Initial Access: T1195 Supply Chain Compromise	FIN7	Moreover, lack of security training and usage of obsolete technology and mobile devices increase the security risk to the law firms.	0:00:00.028226
214	" FireEye Threat Intelligence predicts that high-profile events such as the 2020 Olympics and the upcoming elections in several nations will generate a variety of cyber threat activity, including state-sponsored campaigns, financially motivated activity, and information operations. Operations may include destructive or disruptive attacks. We anticipate that Russian actors will target the Olympics and elections in 2020; we warn that the potential for Iranian actors to conduct disruptive or destructive attacks is elevated; we expect the Belt and Road Initiative (BRI) to continue to drive Chinese state-sponsored activities; North Korean groups will likely continue to target financial institutions globally. We assess with high confidence that financially motivated actors continue to innovate and develop new tactics, techniques, and procedures (TTPs), including the use of ransomware delivered post-compromise. We expect the practice of stealing data prior to deploying ransomware will become more widespread. We assess with moderate confidence that third-party and supply-chain compromises are being leveraged with increasing frequency by both financially motivated and state-sponsored actors. We assess with high confidence that information operations will expand in scope and increase in sophistication, including the use of artificial intelligence (AI)-generated ""deepfake"" images. "	Initial Access: T1195 Supply Chain Compromise	FIN7	We assess with moderate confidence that third-party and supply-chain compromises are being leveraged with increasing frequency by both financially motivated and state-sponsored actors.	0:00:00.028650
215	 The cyber espionage threat to the telecommunications sector is high. FireEye iSIGHT Intelligence has observed more than 40 advanced threat actors that have conducted operations against telecommunications companies throughout Asia, Europe, North and South America, Africa, and Australia. Financially motivated cyber crime poses a high threat to telecommunications companies and their customers. Telecommunications companies are less frequently directly targeted by these actors, but often collaborate extensively with customers and law enforcement to mitigate criminal threats. Hacktivists constitute a moderate threat to the telecommunications sector. Motivations to target the sector include support of net neutrality, retaliation for perceived injustices, and promotion of nationalist themes. The sector must also consider its position as a key node in the overall critical infrastructure of most countries. Distributed denial-of-service (DDoS) attacks, physical sabotage, jamming, and supply chain attacks pose additional risks. 	Initial Access: T1195 Supply Chain Compromise	FIN7	Financially motivated cyber crime poses a high threat to telecommunications companies and their customers.	0:00:00.027343
216	 We assess with high confidence that Russian and Chinese espionage actors consistently pose a high-frequency, high-impact threat to U.S. entities. Future targets are likely to include entities connected to the upcoming U.S. election and entities involved in defense, diplomacy, and/or policymaking. Iran and North Korea also pose a potentially destructive threat based on current geopolitical tensions and past activity. Information operations that support Russian or Iranian interests pose a high-frequency, moderate-impact threat. We have also observed campaigns targeting the U.S. that do not appear to support state interests and at least one campaign that may have been orchestrated by a marketing firm in support of a third party that appeared to support state interests. We assess with high confidence that the U.S. will remain a high-frequency target of both targeted and opportunistic financially motivated cyber activity for the foreseeable future. Operations range from low to high impact. We assess with moderate confidence that the perceived lucrative nature of high-impact operations, such as targeted ransomware infections, may cause additional actors to adopt these tactics. We assess with moderate confidence that hacktivist groups will continue choosing U.S. targets for demonstrative cyber activity; however, most activity will not constitute a threat to security-conscious and well-resourced entities. We assess with moderate confidence that an increasing number of countries will demonstrate offensive cyber capabilities in the coming years. Based on the prominence of the cyber domain in modern economic and political competition and the growing presence of private companies offering offensive capabilities for sale, the number of U.S. cyber adversaries is liable to increase and diversify. 	Initial Access: T1078 Valid Accounts	FIN7	Based on the prominence of the cyber domain in modern economic and political competition and the growing presence of private companies offering offensive capabilities for sale, the number of U.S. cyber adversaries is liable to increase and diversify.	0:00:00.065295
217	 Mandiant Threat Intelligence assesses with high confidence that financially motivated cyber threat activity is very common and has a serious impact on individuals and organizations living or operating in Latin America and the Caribbean. We have observed a wide variety of cyber crime activity in the region, ranging from detections of widely distributed malware families to targeted ransomware deployment. During the past several years we have noted Brazilian cyber crime actors expanding the geographic scope of their targeting to include the Americas and Europe. We also observed evidence of increased collaboration between the Brazilian cyber crime community and those of other Latin American countries, including Mexico and Peru. Both trends could increase the threat posed by regional actors as they gain access to additional resources and expertise. We assess with moderate confidence that cyber espionage currently presents a low-frequency, moderate-impact threat to entities in Latin America. Foreign policy shifts may lead to increased cyber espionage campaigns. 	Initial Access: T1078 Valid Accounts	FIN7	Both trends could increase the threat posed by regional actors as they gain access to additional resources and expertise.	0:00:00.023079
218	 Mandiant Threat Intelligence identified evidence of more supply chain compromise incidents in 2021 than any year previously examined, though use of this tactic remains uncommon. Mandiant identified state-sponsored incidents likely intended to support strategic intelligence collection missions. We attribute most observed incidents to China. We noted an increase in financially motivated supply chain compromises, including incidents potentially leading to ransomware. For the first time in 2021, we identified more supply chain compromises involving developer tools or software dependencies than traditional software supply chain compromises, which typically target a final product. Following several impactful incidents and disclosures, government and technology organizations have taken steps and issued recommendations that we anticipate will increase the difficulty of software supply chain compromises in the medium to long term. 	Initial Access: T1195 Supply Chain Compromise	FIN7	Following several impactful incidents and disclosures, government and technology organizations have taken steps and issued recommendations that we anticipate will increase the difficulty of software supply chain compromises in the medium to long term.	0:00:00.017008
219	 Mandiant Threat Intelligence assesses with high confidence that Chinese cyber espionage activity presents a high-frequency and intensity threat to a variety of transportation entities globally. Cyber espionage activity from other actors represents a moderate-frequency and intensity threat to the vertical. We believe that disruptive attacks, such as cyber physical manipulation and GPS spoofing and jamming, represent low-frequency but potentially catastrophic threats to the transportation industry. We assess with high confidence that cyber crime represents a high-frequency and intensity threat to the transportation sector. Threats include network compromise, ransomware, widely distributed malware, and airline ticket and reward program fraud. We judge that hacktivists remain a low-intensity and frequency threat to the transportation industry generally, although airports are attractive targets to hacktivists due to the significant publicity associated with attacks against them. 	Initial Access: T1195 Supply Chain Compromise	FIN7	We assess with high confidence that cyber crime represents a high-frequency and intensity threat to the transportation sector.	0:00:00.017865
220	 Cyber crime is responsible for most attacks directed against hospitality companies. Cyber criminals use several methods to capitalize on a successful attack, theft of payment and sensitive data, and extortive attacks. The cyber espionage threat to the hospitality industry is dependent on the company's location and its political and social environment. Nation-state actors increasingly target the sector to collect information on hotel guests of interest, gather corporate information, and conduct destructive attacks. Hacktivism poses a minor threat to organizations in the hospitality industry. Targeting of entities in the hospitality sector primarily occurs opportunistically or as part of broader campaigns against multiple targets. The adaptation of internet of things (IoT) technology broadens the concerns about new cyber security risks. 	Initial Access: T1195 Supply Chain Compromise	FIN7	The adaptation of internet of things (IoT) technology broadens the concerns about new cyber security risks.	0:00:00.018101
221	 Financially motivated cyber threat activity poses a significant threat to the online gambling sector. Cyber criminals use several methods to capitalize on a successful attack, theft of payment, and sensitive data and extortive attacks. The cyber espionage threat to the online gambling industry is low. However, in 2017, North Korean actors conducted attacks against Central American casinos with the probable goal of extortion. Hacktivism poses a minor threat to the online gambling industry and is primarily opportunistic or comprises part of a broader campaign. 	Initial Access: T1190 Exploit Public-Facing Application	FIN7	 Financially motivated cyber threat activity poses a significant threat to the online gambling sector.	0:00:00.008849
222	 Mandiant Threat Intelligence assesses with high confidence that Canada's status as a developed and technically advanced nation drives much of the threat activity affecting the nation. Mandiant assesses with high confidence that Canada faces a high-frequency, moderate-intensity threat from financially motivated cyber actors . We assess with moderate confidence that cyber espionage poses a moderate-intensity and -frequency threat to Canadian institutions. Mandiant assesses with high confidence that hacktivist activity and information operations pose a semi-regular and limited-intensity threat to Canada. 	Initial Access: T1078 Valid Accounts	FIN7	Mandiant assesses with high confidence that hacktivist activity and information operations pose a semi-regular and limited-intensity threat to Canada.	0:00:00.007107
223	 Mandiant Threat Intelligence assesses with high confidence that Canada's status as a developed and technically advanced nation drives much of the threat activity affecting the nation. Mandiant assesses with high confidence that Canada faces a high-frequency, moderate-intensity threat from financially motivated cyber actors . We assess with moderate confidence that cyber espionage poses a moderate-intensity and -frequency threat to Canadian institutions. Mandiant assesses with high confidence that hacktivist activity and information operations pose a semi-regular and limited-intensity threat to Canada. 	Initial Access: T1195 Supply Chain Compromise	FIN7	Mandiant assesses with high confidence that hacktivist activity and information operations pose a semi-regular and limited-intensity threat to Canada.	0:00:00.007170
224	 The United Kingdom (UK) is a common target for espionage actors linked to a variety of countries. The types of organizations targeted are similar to other countries with a comparable level of international engagement and economic, military, and technological development. Given its position as a wealthy and technologically advanced nation, the UK is heavily affected by cyber crime campaigns, both those targeting the UK specifically and more broadly targeted campaigns affecting many other countries. The UK has been a target and source of hacktivist activity since at least 2011 and the growth and high-profile attacks by Anonymous-affiliated actors. While high-profile hacktivism attacks appear to have decreased in prevalence in recent years, the UK will likely continue to be a popular target for hacktivists with anti-UK, anti-establishment, and/or anti-Western motivations. While we have not confidently linked any espionage groups to the UK, the UK Government has publicly admitted to developing and maintaining an offensive cyber capability. 	Initial Access: T1078 Valid Accounts	FIN7	Given its position as a wealthy and technologically advanced nation, the UK is heavily affected by cyber crime campaigns, both those targeting the UK specifically and more broadly targeted campaigns affecting many other countries.	0:00:00.020063
225	 Mandiant Threat Intelligence assesses with high confidence that cyber espionage poses a frequent and serious threat to the technology industry. These operations likely target technology organizations to obtain proprietary data that could be used for military or commercial advantage, or to facilitate third-party and supply chain compromises. We assess with moderate confidence that financially motivated actors pose a significant, high-frequency threat to the technology industry. Common activity types include ransomware, theft of personally identifiable information (PII) and financial data, credential compromise, and sale of access to technology companies. Mandiant Threat Intelligence assesses with moderate confidence that information operations are a nearly continuous but limited impact threat to social media organizations, primarily through credential theft, platform abuse, and reputation damage. These operations also likely pose an uncommon threat with negligible impact to other subsectors. 	Initial Access: T1078 Valid Accounts	FIN7	Mandiant Threat Intelligence assesses with moderate confidence that information operations are a nearly continuous but limited impact threat to social media organizations, primarily through credential theft, platform abuse, and reputation damage.	0:00:00.018085
226	 Mandiant Threat Intelligence assesses with high confidence that Russian cyber espionage operations presented a very common and serious threat to multiple industry sectors during late 2019 and 2020. Its operations are most frequently observed targeting governments in Russia's near abroad and North Atlantic Treaty Organization (NATO) member states, particularly Poland, Ukraine, and the U.S. Increased public exposure from primarily the U.S. and UK Governments provided unusual insight into these operations. Likewise, we assess with high confidence that Russian information operations present a very common and serious threat to countries and organizations in NATO and Russia's near abroad, particularly to media organizations and governments as well as nonprofit organizations, political parties, and international organizations. Mandiant assesses with high confidence that Russian-language cyber crime will continue to pose an almost continuous and serious threat to global organizations, with financially motivated activity from Russia targeting nearly every industry sector worldwide. 	Initial Access: T1078 Valid Accounts	FIN7	Its operations are most frequently observed targeting governments in Russia's near abroad and North Atlantic Treaty Organization (NATO) member states, particularly Poland, Ukraine, and the U.S.	0:00:00.015699
227	 Mandiant Threat Intelligence assesses with high confidence that financially motivated cyber threat activity poses a frequent and high-impact threat to the healthcare sector due to the potential for the compromise of large volumes of highly sensitive personally identifiable information (PII), personal health information (PHI), financial data, and disruptive incidents, including ransomware infections. Mandiant Threat Intelligence assesses with moderate confidence that cyber espionage activity poses an occasional threat to the healthcare sector, with past examples having a noticeable impact through compromise of sensitive data; however, future attacks could cause significant to catastrophic effects should actors undertake destructive or high-impact disruptive attacks. Mandiant Threat Intelligence assesses with high confidence that information operations pose an occasional threat to the healthcare sector and can have a limited to noticeable impact on healthcare operations, particularly through influence of public opinion regarding efficacy and trustworthiness of healthcare providers and methods. Mandiant Threat Intelligence assesses with moderate confidence that hacktivist campaigns are an uncommon threat to most organizations in the healthcare sector and may only have a negligible or minor impact on targeted organizations. We speculate that the lack of information technology (IT) security best practices in internet-connected medical devices, Internet of Things (IoT) devices, and building management systems used by healthcare providers increases the risk profile due to the potential for significant negative consequences of a compromise. 	Initial Access: T1078 Valid Accounts	FIN7	Mandiant Threat Intelligence assesses with high confidence that information operations pose an occasional threat to the healthcare sector and can have a limited to noticeable impact on healthcare operations, particularly through influence of public opinion regarding efficacy and trustworthiness of healthcare providers and methods.	0:00:00.022716
228	 Mandiant Threat Intelligence assesses with high confidence that financially motivated cyber threat activity poses a frequent and high-impact threat to the healthcare sector due to the potential for the compromise of large volumes of highly sensitive personally identifiable information (PII), personal health information (PHI), financial data, and disruptive incidents, including ransomware infections. Mandiant Threat Intelligence assesses with moderate confidence that cyber espionage activity poses an occasional threat to the healthcare sector, with past examples having a noticeable impact through compromise of sensitive data; however, future attacks could cause significant to catastrophic effects should actors undertake destructive or high-impact disruptive attacks. Mandiant Threat Intelligence assesses with high confidence that information operations pose an occasional threat to the healthcare sector and can have a limited to noticeable impact on healthcare operations, particularly through influence of public opinion regarding efficacy and trustworthiness of healthcare providers and methods. Mandiant Threat Intelligence assesses with moderate confidence that hacktivist campaigns are an uncommon threat to most organizations in the healthcare sector and may only have a negligible or minor impact on targeted organizations. We speculate that the lack of information technology (IT) security best practices in internet-connected medical devices, Internet of Things (IoT) devices, and building management systems used by healthcare providers increases the risk profile due to the potential for significant negative consequences of a compromise. 	Initial Access: T1195 Supply Chain Compromise	FIN7	Mandiant Threat Intelligence assesses with high confidence that information operations pose an occasional threat to the healthcare sector and can have a limited to noticeable impact on healthcare operations, particularly through influence of public opinion regarding efficacy and trustworthiness of healthcare providers and methods.	0:00:00.022553
229	 Mandiant Threat Intelligence assesses with high confidence that financially motivated cyber threat activity poses a frequent and high-impact threat to the healthcare sector due to the potential for the compromise of large volumes of highly sensitive personally identifiable information (PII), personal health information (PHI), financial data, and disruptive incidents, including ransomware infections. Mandiant Threat Intelligence assesses with moderate confidence that cyber espionage activity poses an occasional threat to the healthcare sector, with past examples having a noticeable impact through compromise of sensitive data; however, future attacks could cause significant to catastrophic effects should actors undertake destructive or high-impact disruptive attacks. Mandiant Threat Intelligence assesses with high confidence that information operations pose an occasional threat to the healthcare sector and can have a limited to noticeable impact on healthcare operations, particularly through influence of public opinion regarding efficacy and trustworthiness of healthcare providers and methods. Mandiant Threat Intelligence assesses with moderate confidence that hacktivist campaigns are an uncommon threat to most organizations in the healthcare sector and may only have a negligible or minor impact on targeted organizations. We speculate that the lack of information technology (IT) security best practices in internet-connected medical devices, Internet of Things (IoT) devices, and building management systems used by healthcare providers increases the risk profile due to the potential for significant negative consequences of a compromise. 	Initial Access: T1078 Valid Accounts	FIN7	Mandiant Threat Intelligence assesses with high confidence that information operations pose an occasional threat to the healthcare sector and can have a limited to noticeable impact on healthcare operations, particularly through influence of public opinion regarding efficacy and trustworthiness of healthcare providers and methods.	0:00:00.022556
230	 Mandiant Threat Intelligence assesses with high confidence that cyber espionage from primarily Russian state-linked threat groups will continue to present an almost continuous and serious threat to Ukraine particularly toward Ukrainian government and military entities. Mandiant has observed primarily pro-Russian information operations targeting Ukraine, often with the apparent objective of creating tension between Ukraine and its European and NATO partners and degrading Ukrainians' trust in their government and democracy. We assess with moderate confidence that these information operations are a frequent and considerable threat. We assess with moderate confidence that Ukrainian cyber crime poses a frequent, moderate magnitude threat to organizations located both in Ukraine and globally. 	Initial Access: T1078 Valid Accounts	FIN7	We assess with moderate confidence that Ukrainian cyber crime poses a frequent, moderate magnitude threat to organizations located both in Ukraine and globally.	0:00:00.008976
231	 Executives, IT administrators, financial authorities, human resources, and customer-facing roles likely face an increased risk of compromise compared to other job roles. Unique access permissions and willingness to receive and open unsolicited emails or other messages make individuals in these roles more susceptible to targeting campaigns. 	Initial Access: T1190 Exploit Public-Facing Application	FIN7	Unique access permissions and willingness to receive and open unsolicited emails or other messages make individuals in these roles more susceptible to targeting campaigns.	0:00:00.001932
232	 This report is designed to provide situational awareness of current and emerging cyber crime threats impacting the financial sector. 	Initial Access: T1190 Exploit Public-Facing Application	FIN7	 This report is designed to provide situational awareness of current and emerging cyber crime threats impacting the financial sector.	0:00:00.001202
233	 This report is designed to provide situational awareness of current and emerging cyber crime threats impacting the financial sector. 	Initial Access: T1190 Exploit Public-Facing Application	FIN7	 This report is designed to provide situational awareness of current and emerging cyber crime threats impacting the financial sector.	0:00:00.000808
